# semiconductor: Si
# Eg_eV: 1.12
E_eV,Dit_cm^-2eV^-1
-0.633,50886632653.0841
-0.6319999999999999,50757551020.433395
-0.631,50628673469.41562
-0.6299999999999999,50500000000.03073
-0.629,50371530612.27883
-0.6279999999999999,50243265306.15986
-0.627,50115204081.673935
-0.626,49987346938.82103
-0.625,49859693877.60122
-0.624,49732244898.01452
-0.623,49605000000.061
-0.622,49477959183.74071
-0.621,49351122449.05368
-0.62,49224489796.0
-0.619,49098061224.57972
-0.618,48971836734.79293
-0.617,48845816326.639694
-0.616,48720000000.12011
-0.615,48594387755.23428
-0.614,48468979591.98231
-0.613,48343775510.364296
-0.612,48218775510.38039
-0.611,48093979592.03071
-0.61,47969387755.31543
-0.609,47845000000.23471
-0.608,47720816326.78873
-0.607,47596836734.97771
-0.606,47473061224.801834
-0.605,47349489796.26137
-0.604,47226122449.35656
-0.603,47102959184.087715
-0.602,46980000000.45514
-0.601,46857244898.459175
-0.6,46734693878.1002
-0.599,46612346939.37862
-0.598,46490204082.294876
-0.597,46368265306.84948
-0.596,46246530613.04294
-0.595,46125000000.875854
-0.594,46003673470.34888
-0.593,45882551021.462685
-0.592,45761632654.21803
-0.591,45640918368.61575
-0.59,45520408164.65675
-0.589,45400102042.34203
-0.588,45280000001.672646
-0.587,45160102042.64979
-0.586,45040408165.27473
-0.585,44920918369.54887
-0.584,44801632655.47372
-0.583,44682551023.05095
-0.582,44563673472.28235
-0.581,44445000003.16992
-0.58,44326530615.715775
-0.579,44208265309.92229
-0.578,44090204085.791954
-0.577,43972346943.32758
-0.576,43854693882.532166
-0.575,43737244903.409004
-0.574,43620000005.961655
-0.573,43502959190.194
-0.572,43386122456.110306
-0.571,43269489803.71512
-0.57,43153061233.01347
-0.569,43036836744.0108
-0.568,42920816336.713005
-0.567,42805000011.12653
-0.566,42689387767.25834
-0.565,42573979605.11605
-0.564,42458775524.70788
-0.563,42343775526.04281
-0.5619999999999999,42228979609.13053
-0.5609999999999999,42114387773.98164
-0.5599999999999999,42000000020.60761
-0.5589999999999999,41885816349.020874
-0.5579999999999999,41771836759.23495
-0.5569999999999999,41658061251.264496
-0.5559999999999999,41544489825.12543
-0.5549999999999999,41431122480.835
-0.5539999999999999,41317959218.41194
-0.5529999999999999,41205000037.87656
-0.5519999999999999,41092244939.25084
-0.5509999999999999,40979693922.55867
-0.5499999999999999,40867346987.8259
-0.5489999999999999,40755204135.08055
-0.5479999999999999,40643265364.35303
-0.5469999999999999,40531530675.6762
-0.5459999999999999,40420000069.08572
-0.5449999999999999,40308673544.620186
-0.5439999999999999,40197551102.3214
-0.5429999999999999,40086632742.23459
-0.5419999999999999,39975918464.40876
-0.5409999999999999,39865408268.8969
-0.5399999999999999,39755102155.75636
-0.5389999999999999,39645000125.04922
-0.5379999999999999,39535102176.8426
-0.5369999999999999,39425408311.20911
-0.5359999999999999,39315918528.227234
-0.5349999999999999,39206632827.98187
-0.5339999999999999,39097551210.56479
-0.5329999999999999,38988673676.07514
-0.5319999999999999,38880000224.62012
-0.5309999999999999,38771530856.315475
-0.5299999999999999,38663265571.28635
-0.5289999999999999,38555204369.667786
-0.5279999999999999,38447347251.60573
-0.5269999999999999,38339694217.25767
-0.5259999999999999,38232245266.7937
-0.5249999999999999,38125000400.39737
-0.524,38017959618.266754
-0.5229999999999999,37911122920.61558
-0.522,37804490307.67445
-0.5209999999999999,37698061779.69205
-0.52,37591837336.93662
-0.5189999999999999,37485816979.69737
-0.518,37380000708.28611
-0.5169999999999999,37274388523.038864
-0.516,37168980424.31791
-0.5149999999999999,37063776412.513466
-0.514,36958776488.04608
-0.5129999999999999,36853980651.36862
-0.512,36749388902.96892
-0.5109999999999999,36645001243.372185
-0.51,36540817673.14399
-0.5089999999999999,36436838192.893
-0.508,36333062803.274414
-0.5069999999999999,36229491504.9932
-0.506,36126124298.80789
-0.5049999999999999,36022961185.534355
-0.504,35920002166.05019
-0.5029999999999999,35817247241.29902
-0.502,35714696412.29547
-0.5009999999999999,35612349680.13016
-0.49999999999999994,35510207045.97535
-0.49899999999999994,35408268511.090744
-0.49799999999999994,35306534076.82978
-0.49699999999999994,35205003744.64641
-0.49599999999999994,35103677516.102264
-0.49499999999999994,35002555392.87435
-0.49399999999999994,34901637376.76325
-0.49299999999999994,34800923469.701935
-0.49199999999999994,34700413673.765076
-0.491,34600107991.17915
-0.49,34500006424.33306
-0.489,34400108975.78958
-0.488,34300415648.29752
-0.487,34200926444.804756
-0.486,34101641368.47208
-0.485,34002560422.688004
-0.484,33903683611.08456
-0.483,33805010937.554085
-0.482,33706542406.267235
-0.481,33608278021.692062
-0.48,33510217788.614426
-0.479,33412361712.1597
-0.478,33314709797.81594
-0.477,33217262051.458534
-0.476,33120018479.376408
-0.475,33022979088.300056
-0.474,32926143885.431248
-0.473,32829512878.474724
-0.472,32733086075.671906
-0.471,32636863485.83674
-0.47,32540845118.39387
-0.469,32445030983.419186
-0.46799999999999997,32349421091.683
-0.46699999999999997,32254015454.6959
-0.46599999999999997,32158814084.757504
-0.46499999999999997,32063816995.00828
-0.46399999999999997,31969024199.484604
-0.46299999999999997,31874435713.17726
-0.46199999999999997,31780051552.093533
-0.46099999999999997,31685871733.32321
-0.45999999999999996,31591896275.108616
-0.45899999999999996,31498125196.918964
-0.45799999999999996,31404558519.52926
-0.45699999999999996,31311196265.104042
-0.45599999999999996,31218038457.286236
-0.45499999999999996,31125085121.291344
-0.45399999999999996,31032336284.007385
-0.45299999999999996,30939791974.100872
-0.45199999999999996,30847452222.12912
-0.45099999999999996,30755317060.65926
-0.44999999999999996,30663386524.394436
-0.44899999999999995,30571660650.30743
-0.44799999999999995,30480139477.782215
-0.44699999999999995,30388823048.76394
-0.44599999999999995,30297711407.917633
-0.44499999999999995,30206804602.796318
-0.44399999999999995,30116102684.018845
-0.44299999999999995,30025605705.458168
-0.44199999999999995,29935313724.440514
-0.44099999999999995,29845226801.95603
-0.43999999999999995,29755345002.88163
-0.43899999999999995,29665668396.21657
-0.43799999999999994,29576197055.331547
-0.43699999999999994,29486931058.231926
-0.43599999999999994,29397870487.835983
-0.43499999999999994,29309015432.268818
-0.43399999999999994,29220365985.172867
-0.43299999999999994,29131922246.03581
-0.43199999999999994,29043684320.53687
-0.43099999999999994,28955652320.912342
-0.42999999999999994,28867826366.341457
-0.42899999999999994,28780206583.353527
-0.42799999999999994,28692793106.257572
-0.42699999999999994,28605586077.59547
-0.42599999999999993,28518585648.619865
-0.42499999999999993,28431791979.798157
-0.42399999999999993,28345205241.343746
-0.42299999999999993,28258825613.775978
-0.42199999999999993,28172653288.510242
-0.42099999999999993,28086688468.47967
-0.41999999999999993,28000931368.789997
-0.41899999999999993,27915382217.40921
-0.4179999999999999,27830041255.893772
-0.4169999999999999,27744908740.153057
-0.4159999999999999,27659984941.253944
-0.4149999999999999,27575270146.26746
-0.4139999999999999,27490764659.159542
-0.4129999999999999,27406468801.727932
-0.4119999999999999,27322382914.587452
-0.411,27238507358.206017
-0.41,27154842513.993504
-0.409,27071388785.446316
-0.408,26988146599.349922
-0.407,26905116407.042168
-0.40599999999999997,26822298685.740192
-0.40499999999999997,26739693939.933777
-0.40399999999999997,26657302702.84819
-0.40299999999999997,26575125537.97965
-0.40199999999999997,26493163040.706676
-0.40099999999999997,26411415839.980762
-0.39999999999999997,26329884600.099766
-0.39899999999999997,26248570022.56788
-0.39799999999999996,26167472848.045734
-0.39699999999999996,26086593858.394848
-0.39599999999999996,26005933878.82021
-0.39499999999999996,25925493780.11556
-0.39399999999999996,25845274481.01548
-0.39299999999999996,25765276950.65906
-0.39199999999999996,25685502211.16973
-0.39099999999999996,25605951340.356228
-0.38999999999999996,25526625474.539757
-0.38899999999999996,25447525811.512547
-0.38799999999999996,25368653613.633305
-0.38699999999999996,25290010211.065125
-0.38599999999999995,25211597005.16169
-0.38499999999999995,25133415472.00775
-0.38399999999999995,25055467166.120163
-0.38299999999999995,24977753724.315754
-0.38199999999999995,24900276869.75281
-0.38099999999999995,24823038416.15295
-0.37999999999999995,24746040272.21036
-0.37899999999999995,24669284446.195866
-0.37799999999999995,24592773050.763138
-0.37699999999999995,24516508307.965
-0.37599999999999995,24440492554.487617
-0.37499999999999994,24364728247.11088
-0.37399999999999994,24289217968.40356
-0.37299999999999994,24213964432.661713
-0.37199999999999994,24138970492.09951
-0.37099999999999994,24064239143.301674
-0.36999999999999994,23989773533.94694
-0.36899999999999994,23915576969.8124
-0.36799999999999994,23841652922.06866
-0.36699999999999994,23768005034.876183
-0.36599999999999994,23694637133.29335
-0.36499999999999994,23621553231.50705
-0.36399999999999993,23548757541.396976
-0.36299999999999993,23476254481.44502
-0.36199999999999993,23404048686.001392
-0.36099999999999993,23332145014.919533
-0.35999999999999993,23260548563.57202
-0.35899999999999993,23189264673.25994
-0.35799999999999993,23118298942.02873
-0.35699999999999993,23047657235.903416
-0.3559999999999999,22977345700.556797
-0.3549999999999999,22907370773.42418
-0.3539999999999999,22837739196.278618
-0.3529999999999999,22768458028.281075
-0.3519999999999999,22699534659.519783
-0.3509999999999999,22630976825.053917
-0.3499999999999999,22562792619.4764
-0.3489999999999999,22494990512.011406
-0.348,22427579362.162148
-0.347,22360568435.924713
-0.346,22293967422.584335
-0.345,22227786452.11031
-0.344,22162036113.16629
-0.34299999999999997,22096727471.75285
-0.34199999999999997,22031872090.499374
-0.34099999999999997,21967482048.62268
-0.33999999999999997,21903569962.569862
-0.33899999999999997,21840149007.36306
-0.33799999999999997,21777232938.66418
-0.33699999999999997,21714836115.57756
-0.33599999999999997,21652973524.20883
-0.33499999999999996,21591660801.998466
-0.33399999999999996,21530914262.848442
-0.33299999999999996,21470750923.060635
-0.33199999999999996,21411188528.105816
-0.33099999999999996,21352245580.24183
-0.32999999999999996,21293941367.000008
-0.32899999999999996,21236295990.558582
-0.32799999999999996,21179330398.02203
-0.32699999999999996,21123066412.62523
-0.32599999999999996,21067526765.881283
-0.32499999999999996,21012735130.69174
-0.32399999999999995,20958716155.437935
-0.32299999999999995,20905495499.072037
-0.32199999999999995,20853099867.226128
-0.32099999999999995,20801557049.357613
-0.31999999999999995,20750895956.948994
-0.31899999999999995,20701146662.779648
-0.31799999999999995,20652340441.28725
-0.31699999999999995,20604509810.035828
-0.31599999999999995,20557688572.3074
-0.31499999999999995,20511911860.833435
-0.31399999999999995,20467216182.682175
-0.31299999999999994,20423639465.317307
-0.31199999999999994,20381221103.842743
-0.31099999999999994,20340002009.448105
-0.30999999999999994,20300024659.068436
-0.30899999999999994,20261333146.271305
-0.30799999999999994,20223973233.383602
-0.30699999999999994,20187992404.869583
-0.30599999999999994,20153439921.9709
-0.30499999999999994,20120366878.61848
-0.30399999999999994,20088826258.62508
-0.30299999999999994,20058872994.166534
-0.30199999999999994,20030564025.558514
-0.30099999999999993,20003958362.334446
-0.29999999999999993,19979117145.629295
-0.29899999999999993,19956103711.872444
-0.29799999999999993,19934983657.79163
-0.29699999999999993,19915824906.72872
-0.29599999999999993,19898697776.266438
-0.29499999999999993,19883675047.163666
-0.29399999999999993,19870832033.595676
-0.2929999999999999,19860246654.693466
-0.2919999999999999,19851999507.37524
-0.2909999999999999,19846173940.460796
-0.2899999999999999,19842856130.058075
-0.2889999999999999,19842135156.20901
-0.2879999999999999,19844103080.779778
-0.2869999999999999,19848855026.57865
-0.2859999999999999,19856489257.682396
-0.2849999999999999,19867107260.949722
-0.2839999999999999,19880813828.6985
-0.283,19897717142.520405
-0.282,19917928858.20487
-0.28099999999999997,19941564191.74107
-0.27999999999999997,19968742006.3646
-0.27899999999999997,19999584900.61232
-0.27799999999999997,20034219297.346546
-0.27699999999999997,20072775533.70656
-0.27599999999999997,20115387951.942657
-0.27499999999999997,20162194991.085106
-0.27399999999999997,20213339279.396935
-0.27299999999999996,20268967727.556877
-0.27199999999999996,20329231622.51514
-0.27099999999999996,20394286721.96166
-0.26999999999999996,20464293349.343117
-0.26899999999999996,20539416489.36161
-0.26799999999999996,20619825883.884346
-0.26699999999999996,20705696128.19035
-0.26599999999999996,20797206767.4765
-0.26499999999999996,20894542393.541615
-0.26399999999999996,20997892741.56366
-0.26299999999999996,21107452786.881374
-0.26199999999999996,21223422841.687965
-0.26099999999999995,21346008651.54049
-0.25999999999999995,21475421491.584908
-0.25899999999999995,21611878262.39291
-0.25799999999999995,21755601585.30245
-0.25699999999999995,21906819897.1503
-0.25599999999999995,22065767544.280872
-0.25499999999999995,22232684875.71134
-0.25399999999999995,22407818335.329666
-0.25299999999999995,22591420552.99746
-0.25199999999999995,22783750434.426186
-0.25099999999999995,22985073249.690952
-0.24999999999999994,23195660720.242123
-0.24899999999999994,23415791104.271225
-0.24799999999999994,23645749280.283623
-0.24699999999999994,23885826828.726288
-0.24599999999999994,24136322111.51552
-0.24499999999999994,24397540349.305527
-0.24399999999999994,24669793696.334618
-0.24299999999999994,24953401312.68281
-0.24199999999999994,25248689433.77018
-0.24099999999999994,25555991436.922447
-0.23999999999999994,25875647904.826263
-0.23899999999999993,26208006685.69349
-0.23799999999999993,26553422949.950577
-0.23699999999999993,26912259243.265793
-0.23599999999999993,27284885535.7238
-0.23499999999999993,27671679266.95485
-0.23399999999999993,28073025387.02197
-0.23299999999999993,28489316392.86788
-0.23199999999999993,28920952360.120274
-0.23099999999999993,29368340970.051796
-0.22999999999999993,29831897531.489
-0.22899999999999993,30312044997.46275
-0.22799999999999992,30809213976.390007
-0.22699999999999992,31323842737.576324
-0.22599999999999992,31856377210.826088
-0.22499999999999992,32407270979.94688
-0.22399999999999992,32976985269.93331
-0.22299999999999992,33565988927.614582
-0.22199999999999992,34174758395.55021
-0.22099999999999992,34803777678.957596
-0.21999999999999997,35453538305.45522
-0.21899999999999997,36124539277.406296
-0.21799999999999997,36817287016.646774
-0.21699999999999997,37532295301.384766
-0.21599999999999997,38270085195.057045
-0.21499999999999997,39031184966.93251
-0.21399999999999997,39816130004.25185
-0.21299999999999997,40625462715.69675
-0.21199999999999997,41459732425.98361
-0.21099999999999997,42319495261.37938
-0.20999999999999996,43205314025.94143
-0.20899999999999996,44117758068.28536
-0.20799999999999996,45057403138.69045
-0.20699999999999996,46024831236.35528
-0.20599999999999996,47020630446.621124
-0.20499999999999996,48045394767.98684
-0.20399999999999996,49099723928.742874
-0.20299999999999996,50184223193.05899
-0.20199999999999996,51299503156.366585
-0.20099999999999996,52446179529.88229
-0.19999999999999996,53624872914.12793
-0.19899999999999995,54836208561.30865
-0.19799999999999995,56080816126.41852
-0.19699999999999995,57359329406.95302
-0.19599999999999995,58672386071.114716
-0.19499999999999995,60020627374.40834
-0.19399999999999995,61404697864.532036
-0.19299999999999995,62825245074.47966
-0.19199999999999995,64282919203.78165
-0.19099999999999995,65778372787.821396
-0.18999999999999995,67312260355.175354
-0.18899999999999995,68885238072.93814
-0.18799999999999994,70497963380.00497
-0.18699999999999994,72151094608.29558
-0.18599999999999994,73845290591.9193
-0.18499999999999994,75581210264.2911
-0.18399999999999994,77359512243.2244
-0.18299999999999994,79180854404.04007
-0.18199999999999994,81045893440.74417
-0.18099999999999994,82955284415.34383
-0.17999999999999994,84909680295.38463
-0.17899999999999994,86909731479.80777
-0.17799999999999994,88956085313.24307
-0.17699999999999994,91049385588.86763
-0.17599999999999993,93190272039.97842
-0.17499999999999993,95379379820.44267
-0.17399999999999993,97617338974.20622
-0.17299999999999993,99904773894.0596
-0.17199999999999993,102242302769.87689
-0.17099999999999993,104630537026.55942
-0.16999999999999993,107070080751.9382
-0.16899999999999993,109561530114.90152
-0.16799999999999993,112105472774.03687
-0.16699999999999993,114702487277.0924
-0.16599999999999993,117353142451.5813
-0.16499999999999992,120057996786.87256
-0.16399999999999992,122817597808.12917
-0.16299999999999992,125632481442.47185
-0.16199999999999992,128503171377.7697
-0.16099999999999992,131430178414.47081
-0.15999999999999992,134413999810.91086
-0.15899999999999992,137455118622.55334
-0.15799999999999992,140554003035.6316
-0.15699999999999992,143711105695.68536
-0.15599999999999992,146926863031.499
-0.15499999999999992,150201694574.96756
-0.15399999999999991,153536002277.43604
-0.1529999999999999,156930169823.07153
-0.1519999999999999,160384561939.8479
-0.1509999999999999,163899523708.73782
-0.1499999999999999,167475379871.72476
-0.1489999999999999,171112434139.26172
-0.1479999999999999,174810968497.82126
-0.1469999999999999,178571242518.19547
-0.1459999999999999,182393492665.21967
-0.1449999999999999,186277931609.6077
-0.1439999999999999,190224747542.60052
-0.1429999999999999,194234103494.14328
-0.1419999999999999,198306136655.31842
-0.1409999999999999,202440957705.77408
-0.1399999999999999,206638650146.899
-0.1389999999999999,210899269641.5044
-0.1379999999999999,215222843360.78592
-0.1369999999999999,219609369339.344
-0.1359999999999999,224058815839.0532
-0.1349999999999999,228571120722.57523
-0.1339999999999999,233146190837.32056
-0.1329999999999999,237783901410.66556
-0.1319999999999999,242484095457.24026
-0.1309999999999999,247246583199.1035
-0.1299999999999999,252071141499.62787
-0.1289999999999999,256957513311.91537
-0.1279999999999999,261905407142.5692
-0.1269999999999999,266914496531.64505
-0.1259999999999999,271984419549.60602
-0.12499999999999989,277114778312.1011
-0.12399999999999989,282305138513.3853
-0.123,287555028979.1956
-0.122,292863941239.894
-0.121,298231329124.67114
-0.12,303656608377.6168
-0.119,309139156296.4335
-0.118,314678311394.57336
-0.11699999999999999,320273373087.5637
-0.11599999999999999,325923601404.27057
-0.11499999999999999,331628216723.8431
-0.11399999999999999,337386399539.0598
-0.11299999999999999,343197290246.79047
-0.11199999999999999,349059988966.25964
-0.11099999999999999,354973555385.7902
-0.10999999999999999,360937008638.67883
-0.10899999999999999,366949327208.8389
-0.10799999999999998,373009448866.8221
-0.10699999999999998,379116270636.8082
-0.10599999999999998,385268648795.1295
-0.10499999999999998,391465398900.87
-0.10399999999999998,397705295859.0531
-0.10299999999999998,403987074016.90546
-0.10199999999999998,410309427293.656
-0.10099999999999998,416671009344.2986
-0.09999999999999998,423070433757.71826
-0.09899999999999998,429506274289.5476
-0.09799999999999998,435977065130.08856
-0.09699999999999998,442481301207.6038
-0.09599999999999997,449017438527.24
-0.09499999999999997,455583894545.8217
-0.09399999999999997,462179048582.7078
-0.09299999999999997,468801242266.8729
-0.09199999999999997,475448780020.33466
-0.09099999999999997,482119929578.01135
-0.08999999999999997,488812922544.0558
-0.08899999999999997,495525954984.6709
-0.08799999999999997,502257188057.3713
-0.08699999999999997,509004748676.61804
-0.08599999999999997,515766730215.7083
-0.08499999999999996,522541193244.7643
-0.08399999999999996,529326166304.62006
-0.08299999999999996,536119646716.3659
-0.08199999999999996,542919601426.2629
-0.08099999999999996,549723967885.7061
-0.07999999999999996,556530654965.8601
-0.07899999999999996,563337543906.5576
-0.07799999999999996,570142489299.0049
-0.07699999999999996,576943320101.792
-0.07599999999999996,583737840689.6713
-0.07499999999999996,590523831934.5128
-0.07399999999999995,597299052317.8153
-0.07299999999999995,604061239074.0974
-0.07199999999999995,610808109364.4641
-0.07099999999999995,617537361479.5872
-0.06999999999999995,624246676071.3136
-0.06899999999999995,630933717412.0608
-0.06799999999999995,637596134681.1255
-0.06699999999999995,644231563276.9949
-0.06599999999999995,650837626154.7018
-0.06499999999999995,657411935187.2382
-0.06399999999999995,663952092549.9957
-0.06299999999999994,670455692127.1709
-0.061999999999999944,676920320939.0363
-0.06099999999999994,683343560588.9414
-0.05999999999999994,689722988728.8826
-0.05899999999999994,696056180542.4366
-0.05799999999999994,702340710243.8357
-0.05699999999999994,708574152591.9191
-0.05599999999999994,714754084417.6818
-0.05499999999999994,720878086164.0972
-0.05399999999999994,726943743436.886
-0.052999999999999936,732948648564.8573
-0.051999999999999935,738890402168.4456
-0.050999999999999934,744766614735.0299
-0.04999999999999993,750574908199.6149
-0.04899999999999993,756312917529.4258
-0.04799999999999993,761978292310.9614
-0.04699999999999993,767568698338.0282
-0.04599999999999993,773081819199.2695
-0.04499999999999993,778515357863.6946
-0.04399999999999993,783867038262.6967
-0.04299999999999993,789134606867.05
-0.041999999999999926,794315834257.366
-0.040999999999999925,799408516686.4806
-0.039999999999999925,804410477632.2587
-0.038999999999999924,809319569339.2795
-0.03799999999999992,814133674347.8901
-0.03699999999999992,818850707009.1044
-0.03599999999999992,823468614983.836
-0.03499999999999992,827985380724.9634
-0.03399999999999992,832399022940.73
-0.03299999999999992,836707598037.9982
-0.03199999999999992,840909201543.8909
-0.030999999999999917,845001969504.3624
-0.029999999999999916,848984079858.2689
-0.028999999999999915,852853753785.5187
-0.027999999999999914,856609257027.9082
-0.026999999999999913,860248901181.2753
-0.025999999999999912,863771044957.6177
-0.02499999999999991,867174095415.8632
-0.02399999999999991,870456509159.9944
-0.02299999999999991,873616793503.2726
-0.02199999999999991,876653507597.3289
-0.020999999999999908,879565263524.9269
-0.019999999999999907,882350727355.2406
-0.018999999999999906,885008620160.5204
-0.017999999999999905,887537718993.066
-0.016999999999999904,889936857821.4602
-0.015999999999999903,892204928425.0597
-0.014999999999999902,894340881245.784
-0.013999999999999901,896343726196.2863
-0.0129999999999999,898212533423.6311
-0.0119999999999999,899946434027.661
-0.010999999999999899,901544620733.2689
-0.009999999999999898,903006348515.852
-0.008999999999999897,904330935179.2667
-0.007999999999999896,905517761885.6592
-0.006999999999999895,906566273636.5922
-0.005999999999999894,907475979704.9484
-0.004999999999999893,908246454017.1362
-0.0039999999999998925,908877335485.1842
-0.0029999999999998916,909368328288.3586
-0.0019999999999998908,909719202104.0006
-0.0009999999999998899,909929792287.3269
1.1102230246251565e-16,910000000000.0
0.001000000000000112,909929792287.3269
0.002000000000000113,909719202104.0005
0.0030000000000001137,909368328288.3585
0.0040000000000000036,908877335485.1841
0.0050000000000000044,908246454017.1362
0.006000000000000005,907475979704.9482
0.007000000000000006,906566273636.592
0.008000000000000007,905517761885.659
0.009000000000000008,904330935179.2667
0.010000000000000009,903006348515.8518
0.01100000000000001,901544620733.2688
0.01200000000000001,899946434027.6608
0.013000000000000012,898212533423.6309
0.014000000000000012,896343726196.2859
0.015000000000000013,894340881245.7838
0.016000000000000014,892204928425.0594
0.017000000000000015,889936857821.46
0.018000000000000016,887537718993.0658
0.019000000000000017,885008620160.52
0.020000000000000018,882350727355.2404
0.02100000000000002,879565263524.9265
0.02200000000000002,876653507597.3285
0.02300000000000002,873616793503.2723
0.02400000000000002,870456509159.994
0.025000000000000022,867174095415.8628
0.026000000000000023,863771044957.6174
0.027000000000000024,860248901181.2749
0.028000000000000025,856609257027.9078
0.029000000000000026,852853753785.5182
0.030000000000000027,848984079858.2686
0.031000000000000028,845001969504.3619
0.03200000000000003,840909201543.8904
0.03300000000000003,836707598037.9977
0.03400000000000003,832399022940.7295
0.03500000000000003,827985380724.9629
0.03600000000000003,823468614983.8356
0.03700000000000003,818850707009.1039
0.038000000000000034,814133674347.8896
0.039000000000000035,809319569339.279
0.040000000000000036,804410477632.2582
0.041000000000000036,799408516686.48
0.04200000000000004,794315834257.3652
0.04300000000000004,789134606867.0496
0.04400000000000004,783867038262.6959
0.04500000000000004,778515357863.694
0.04600000000000004,773081819199.2689
0.04700000000000004,767568698338.0276
0.04800000000000004,761978292310.9609
0.049000000000000044,756312917529.4252
0.050000000000000044,750574908199.6141
0.051000000000000045,744766614735.0293
0.052000000000000046,738890402168.4448
0.05300000000000005,732948648564.8568
0.05400000000000005,726943743436.8853
0.05500000000000005,720878086164.0967
0.05600000000000005,714754084417.681
0.05700000000000005,708574152591.9186
0.05800000000000005,702340710243.835
0.05900000000000005,696056180542.4359
0.06000000000000005,689722988728.8818
0.061000000000000054,683343560588.9407
0.062000000000000055,676920320939.0355
0.06300000000000006,670455692127.1704
0.06400000000000006,663952092549.995
0.06500000000000006,657411935187.2375
0.06600000000000006,650837626154.701
0.06700000000000006,644231563276.9941
0.06800000000000006,637596134681.1248
0.06900000000000006,630933717412.06
0.07000000000000006,624246676071.3129
0.07100000000000006,617537361479.5864
0.07200000000000006,610808109364.4634
0.07300000000000006,604061239074.0967
0.07400000000000007,597299052317.8145
0.07500000000000007,590523831934.5121
0.07600000000000007,583737840689.6704
0.07700000000000007,576943320101.7911
0.07800000000000007,570142489299.004
0.07900000000000007,563337543906.557
0.08000000000000007,556530654965.8594
0.08100000000000007,549723967885.70544
0.08200000000000007,542919601426.2622
0.08300000000000007,536119646716.365
0.08400000000000007,529326166304.6194
0.08500000000000008,522541193244.76355
0.08600000000000008,515766730215.7076
0.08700000000000008,509004748676.61725
0.08800000000000008,502257188057.3706
0.08900000000000008,495525954984.6701
0.09000000000000008,488812922544.05505
0.09100000000000008,482119929578.01044
0.09200000000000008,475448780020.3339
0.09300000000000008,468801242266.87225
0.09400000000000008,462179048582.7071
0.09500000000000008,455583894545.82086
0.09600000000000009,449017438527.23926
0.09700000000000009,442481301207.6031
0.09800000000000009,435977065130.08795
0.09900000000000009,429506274289.54675
0.10000000000000009,423070433757.7176
0.10100000000000009,416671009344.2979
0.10200000000000009,410309427293.65533
0.10300000000000009,403987074016.9047
0.10400000000000009,397705295859.05237
0.1050000000000001,391465398900.8694
0.1060000000000001,385268648795.1288
0.1070000000000001,379116270636.80743
0.1080000000000001,373009448866.8214
0.1090000000000001,366949327208.8383
0.1100000000000001,360937008638.67816
0.1110000000000001,354973555385.7895
0.1120000000000001,349059988966.25903
0.1130000000000001,343197290246.78986
0.1140000000000001,337386399539.05927
0.1150000000000001,331628216723.84235
0.1160000000000001,325923601404.27
0.1170000000000001,320273373087.5631
0.1180000000000001,314678311394.57275
